"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Sudan","SDN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","9621210052.7813","9623364370.0568","10288901060.5718","9995978959.51054","9883979101.6659","10553823687.5175","10176508923.8016","10321430684.7007","10524063160.6711","10670279283.5861","11302501304.2396","11556504009.1107","10970475252.2477","11039830075.6015","12303370550.4611","14236656553.9736","16609226650.6473","17642960631.5428","16596558979.2378","15763644181.2978","16003931008.687","17194233566.753","18218780590.62","18594543247.9579","17663159912.4505","16553729141.1377","17449916752.4451","19931449274.84","19865457877.1765","21639720128.4311","20456015800.8977","21992448809.6895","23439081607.5571","24509954458.5396","24756580788.9443","26241255779.4056","27794508186.0374","32884421186.4108","34301247872.5417","35365991403.8139","37610270337.133","40055073506.847","42460970095.8851","45131259048.7124","47451406763.008","50129334265.0222","53403487491.79","56466323951.3765","58638439292.8844","57015500648.426","59215296613.7581","57312394053.386","47566600027.2224","48496595854.7667","50757206252.6521","51726758676.7677","53520457581.1072","53900054790.1369","52455031754.9093","51312429477.3951","49449890489.355","48525909156.8784","48061119947.9824","38395271297.9345",
"Senegal","SEN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3845391101.77094","3960500894.65365","3955105291.97973","4028847382.54161","4185324877.91611","4241081336.12329","4363087108.93029","4309866483.6694","4580990423.65839","4280745764.02574","4647265164.70415","4640738106.81172","4936966115.3942","4661323443.12333","4857135177.50285","5223152496.43671","5689084008.34184","5536451271.68326","5317543794.14988","5689861492.96184","5916759625.81974","6223261363.46036","6721768519.10687","6342159311.79994","6591776709.80046","6820055505.01507","7033317655.08876","7473312400.54532","7412287163.3226","7706835393.86617","7649320651.26936","7852789724.13743","7956464848.37129","8064689718.09751","8060857301.03684","8501672122.84215","8673403962.06847","8937561242.89432","9464741444.3125","10059440324.3535","10450471990.9721","10900976316.0181","10908464913.3606","11518679089.4187","12053525217.1809","12573060904.8807","12866110160.1646","13229850430.9674","13719774159.3291","14097356679.2382","14575382431.8826","14769831308.7257","15361066998.8901","15731635117.4164","16710783797.4248","17774766696.1759","18904543055.8656","20304894471.3123","21565674310.7132","22560634320.127","22863414676.2849","24359596784.117","25291561739.5407","26450942459.8508",
"Singapore","SGP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5946720491.69894","6430636626.47973","6916371174.51312","7610786827.41439","7374611314.16725","7952357572.78199","8761915152.83763","9857909188.44216","11191387994.8357","12739585038.0958","14515738366.7012","16317640426.9634","18490426054.2251","20450966486.6437","21702034804.4296","22567672249.1953","24246067681.3412","25907515501.973","27922390122.3792","30590220573.5275","33683923408.4338","37327150728.2745","39978179040.9688","43398105213.3908","47213790846.1077","46919789791.428","47549833615.1874","52684232538.6867","58618369610.6777","64573309330.2784","70914989180.4411","75658065571.9819","80681614023.603","89927445311.2214","99905515247.3951","107074136708.308","115074063971.778","124643863764.479","121912898005.201","128884330733.002","140533304238.721","139028385430.873","144482970559.889","151054425108.65","166069208808.394","178302402123.907","194361682395.941","211896059498.482","215844707508.228","216120888113.033","247501100140.018","262883130580.256","274543305511.611","287769788882.221","299095084828.978","307998545269.398","319051515647.446","333450075464.15","345177895368.501","349820740821.559","336283381521.284","368871820049.825","383029403742.294","387147091448.002",
"Solomon Islands","SLB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","526656505.919467","517192386.38929","508557520.498977","528343416.881513","529242658.970487","512665069.920846","511632407.804012","554718559.896492","561653630.967338","585603983.627765","598487271.260648","634396516.850786","714964863.377732","743563454.587224","803792103.526523","884883597.380402","899129405.972329","890910669.180314","902416889.603744","898033573.476278","769821323.862413","708569673.447626","688729843.865273","733658906.919678","790028121.465616","848157141.873731","883256261.943756","915403896.59139","972396664.39558","1000248709.93082","1097356737.34919","1178889790.05034","1207961228.62394","1271231099.22786","1286348801.55569","1307909887.55212","1380560770.50796","1423017819.02535","1462093823.20911","1487659506.79743","1437359543.96514","1474218469.89734","1509636294.96603","1556129617.89488",
"Sierra Leone","SLE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1790724049.22189","1823119027.05911","1905906261.11024","1938301239.73045","2067881306.10903","2216358405.44021","2254036498.19645","2254854297.67259","2300400636.7082","2496520069.05995","2711732412.77641","2805718793.87389","2830976846.54361","2894861187.05112","2996176358.18252","3046189029.74958","3032506269.15027","3033921715.80362","3106927949.95317","3247089721.73176","3404362634.86603","3502456912.08634","3669935838.94087","3592764368.8339","3739817445.55271","3541183007.7074","3584953690.23571","3844191326.07927","3572022579.99148","3598098344.44378","3718634566.78542","3806095416.63897","3082445924.09541","3124815687.3459","3063963491.35287","2818854000.66831","2868291628.85266","2699719812.56532","2747910156.64996","2693521131.61078","2872713810.81546","2690427037.08672","3404039533.47574","3726866098.4567","3968324014.21608","4141084998.18622","4318452242.26845","4662916406.80715","4916387555.42395","5074175649.35092","5410973675.39605","5736164051.23515","6608161270.85685","8001096521.09712","8365886796.89032","6651626733.64854","7073787380.15982","7339323438.18805","7594210994.17229","8012098354.41336","7911678797.22327","8378218842.36525","8823400076.25081","9327218152.76882",
"El Salvador","SLV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","8436981023.83702","9041164856.23055","9532719323.54453","9841264124.19132","10184273395.4893","10487489267.5318","10892123610.1732","11558452941.2734","12120387185.4016","12767131179.7589","13140382331.0483","13803874422.7697","14739785629.5234","15524349903.1238","14875390870.3838","12519595404.9102","11803350547.2252","11058739556.5625","11228936354.4283","11378871628.7386","11448773885.0049","11471061560.9159","11758775195.4032","11979625802.1576","12095116486.4236","12679661440.9982","12869106686.2417","13772770636.8146","14574113893.4325","15257940313.4288","15980263628.1804","16109937378.9353","16615462391.6437","17056150528.9746","17424910257.6837","17621447036.1716","17776447691.3707","18056056716.4359","18338704970.0344","18501810234.6557","18997812331.293","19821747186.6752","20187974224.9399","20622904543.8145","20188015254.5251","20622904543.8145","21401127375.9033","22019127752.9422","22499794814.169","22888906230.2134","23438240000","24033351541.724","24573529736.8617","25166352435.5773","25779775126.5993","23744951345.511","26571731219.3539","27315620697.1628","28274665875.3002",
"San Marino","SMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1248966330.24081","1342209396.1527","1463670758.3274","1495569701.92883","1578997708.27105","1583905238.05588","1645249360.36634","1720089189.58509","1761803192.7562","1829281727.29769","1959331266.59585","1949516207.02618","1748307485.8479","1652610655.04359","1515199821.06818","1408461048.24799","1397419106.23211","1387604046.66243","1419401070.56043","1452677592.44342","1456429357.00178","1478187032.62147","1508721722.60406","1408423247.99647","1604162946.37945","1730866817.58497","",
"Somalia","SOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","917045786.140083","887131924.979342","949911194.556616","976592324.602934","916916446.173429","862417853.060171","940886275.647865","996783798.780541","1017018283.87344","999733349.100985","1045535211.95009","1067892568.68354","1226805153.30912","1077756108.41897","1085866129.9792","1245436283.92042","1222421357.87117","1389224774.28496","1469791734.30536","1396493973.68535","1421532327.17539","1510580019.82938","1552377916.38126","1372667153.42871","1417493883.06404","1552579838.5868","1519262674.66866","1672521628.69225","1729642385.49265","1795501367.52811","1837281436.22137","1891491726.6073","1730935790.23141","1800010451.88818","1478762775.75048","1537774230.12067","1661503776.11139","1681117692.71742","1791844396.13182","1922976864.01337","2059706563.17761","2206158173.71199","2374493939.27848","2555674173.71109","2737390640.23525","2932027718.68222","3122209906.50311","3331221625.50033","3554225324.53502","3792157675.98858","4046018056.39198","4316872744.06083","4605859397.72745","5110628952.831","5569461522.03915","6152149080.00168","6584944952.93181","7555288951.85635","7710498375.1823","7928267011.33294","7710042965.10265","7976673824.29041","8194206836.48436","8539706089.18596",
"Serbia","SRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22980131489.1339","24396847843.1808","26576270133.0385","27996145144.3299","25105401157.0986","26625556358.9016","28430374779.3657","30290019296.1735","31671150129.2514","33788958041.6963","35783688498.2993","37179489901.5517","40091414194.7181","42160489092.4557","40835549150.1437","41493398683.1048","41515918179.0189","41331605757.0618","41518250511.0447","40769149069.4923","41297410634.9586","42526090284.3724","43531149259.9687","45555064902.5834","47719025212.1981","47265683024.0045","51022858874.9258","52365263375.3114","54380001764.6988",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","259907053854.746","262782809649.811","278571464163.703","296044666227.129","310874090596.966","325493644384.437","332079946666.673","329542519254.753","339861906967.453","370547038596.451","399635684410.671","430611268706.482","443311064917.724","462507437483.895","497541097243.05","496207950963.801","521867204398.856","536325875609.261","535392974423.284","556556749327.375","577535836320.262","572845159361.022","566030347309.812","551472228693.156","563874743128.508","575022883804.399","585975127237.833","603277541129.052","629953541639.88","644452610873.702","659594432577.598","661896593295.22","658987067834.096","653041734651.318","659545392313.539","681323434365.668","716198172777.3","745283990621.794","763904327049.173","780675861794.208","807832214180.936","841684255205.44","895213118753.525","931605425947.339","993192386938.008","1052911485364.97","1116611579234.87","1185417486335.5","1247018308546.26","1286704028739.3","1363871726201.67","1424027406092.27","1470624001335.53","1546660307049.78","1622085460088.42","1668612318336.04","1689394659501.88","1731627303187.9","1779172826185.49","1826599487336.43","1790066194584.85","1867576739499.55","1935794122169.01","1989975181829.4",
"South Sudan","SSD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20185217785.8109","21202884179.2359","22367646895.0144","21329717232.6938","11500530835.4315","13010519613.8763","13449448810.7001","11997800760.2242","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","260033514724.078","262901709269.189","278700833053.484","296187951874.601","311026059066.632","325642661848.475","332252561152.506","329716317855.191","340049856683.782","370732832611.474","399838227790.472","430848054742.088","443563742473.382","462784374621.869","497819728594.111","496496566547.079","522206435932.493","536641022616.905","535782326502.844","557011779829.683","577964400069.178","573256706384.831","566433256137.325","551872833390.962","564292779478.167","575484708911.805","586440365112.91","603765639091.814","630467725812.383","645020494328.162","660205181628.83","662524458432.629","659660783571.253","653765427485.169","660251131379.577","682032330884.584","716978419700.563","746160210837.786","764802164180.159","781590471149.111","808785810150.041","842615447117.949","896154985074.13","932490569521.787","994051039658.285","1053847891314.52","1117636569992.37","1186533889255.39","1248102936140.79","1287761764338.14","1364977114185.91","1425237914079","1471872164333.87","1547924118704.02","1623400629153.38","1670044721688.17","1691000634720.46","1733344960527.89","1780975326741.25","1828501383037.47","1791744810377.49","1869264625978.87","1937734800897","1991977219275.31",
"Small states","SST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","57389410877.4682","56522512885.5062","64211233793.5751","69886946963.635","74283053985.4645","82854247104.8376","82270926402.4799","78094691325.8223","78143790690.8981","79137735708.5799","82348315362.0125","83459271558.1873","85546795489.2806","89641232560.2481","92907676237.6624","95863281875.2406","99010566857.6811","99534093914.9148","98497584631.7512","100533397647.232","103185773946.794","107267084794.846","111048812746.496","116492459035.584","120614064438.817","124436285086.507","131734861337.666","135105490477.649","139320654935.76","144730181153.824","151121773244.4","157800479674.73","166934727933.383","175503067921.776","178406239065.139","172557301677.071","176813728107.879","181838103904.427","185112480767.072","187988035414.547","192535745570.557","197793250964.946","204513273662.381","213759757892.109","221632854628.255","228853390397.967","213604868697.353","228990022558.652","247323900893.329","259198177241.786",
"Sao Tome and Principe","STP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","76468736.2506781","80579183.1670411","82425278.5992942","83737737.1631401","88497202.0699379","93256666.9767356","94785464.7434442","116981878.366734","120371194.301411","140043649.259691","138529274.075959","124241500.205205","128084020.94978","123122082.461344","115697254.525823","126456967.355714","119081846.71003","115592613.456173","117902997.641936","121599628.773842","118982019.506696","120410999.081655","121253872.447682","122587663.34157","125284593.874866","127790287.890706","129707143.583715","130999443.003646","134274413.232095","137631281.963527","138248376.950013","142484974.901201","147272738.169326","159483885.915675","165126275.794519","176048759.302531","191657434.828232","198636586.369116","211009232.403659","217977600.590737","221134908.544338","225556350.897449","232194345.227845","244081946.538405","256057120.595489","259999643.047388","273459368.754364","284706696.977306","297171520.830854","303157496.465873","311114954.79799","317023957.753826","317558772.390522","318740893.733006",
"Suriname","SUR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1039858389.18455","1089771591.7296","1132272683.87584","1195679954.17757","1273399151.27813","1426207049.44322","1700038802.72792","1905743497.97625","2050580003.84585","2142856103.91648","2200713218.75969","2286541034.28868","2272821788.01739","2231910996.00868","2240838639.82062","2303582121.69931","2506297348.55636","2761939678.05467","2944227696.75827","2926562330.77441","2669024845.55855","2858525609.60726","2738467534.00317","2631667300.03246","2581665621.49604","2633298934.01962","2654365325.33021","2489794675.33711","2683998659.80501","2796726603.44131","2670873906.35377","2742987478.73293","2753959428.88201","2569444198.10301","2656805272.5068","2656805272.5068","2683373357.71967","2836325576.94385","2901561112.04282","2860939242.8352","2921018934.53474","3043701742.07788","3128925411.81216","3326047695.01974","3608761755.24276","3771156041.83844","3989639610.76687","4193569551.84687","4367326198.30964","4498944263.51763","4731486826.19641","5008248887.00011","5142988298.24504","5293854859.13611","5307380818.79212","5126237646.22072","4874454256.1508","4950790053.58146","5195768566.26648","5256433828.6406","4416708447.1504","4309144555.20541","4412832154.84564","4524898973.18059",
"Slovak Republic","SVK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45559569455.0707","38919807169.4918","36303817647.2082","36994071135.2625","39289749833.5871","41585644886.9254","44130511304.3812","46551440693.9027","48332548394.3004","48103808997.7433","48483456571.093","49901674780.841","52105958464.3133","54636587612.3566","57581225947.9722","61315329304.8089","66788143655.4668","74013706557.0379","77983340638.8351","73690093822.7164","78694080172.9019","80710556609.3781","81977043383.7687","82553607304.9464","84789118228.7254","89178548717.3324","90915585456.2015","93529165116.4867","97328432384.4156","99543529380.5199","96969818956.4464","102523269375.456","102984289733.717","104403760583.519",
"Slovenia","SVN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27206132491.6917","24784757336.3165","23430593100.5096","24096823110.0376","25380577925.6488","26422998452.6414","27192863928.6496","28599099399.1789","29475324999.9082","31028088290.3379","32113424895.0762","33021813055.4789","34105781630.823","35195471964.1441","36795464999.3019","38213608871.6863","40471568569.7812","43360927644.6472","44823161340.2793","41420820089.9457","41881476527.9785","42155984440.7867","40926910441.0679","40589763868.5066","41711190708.5511","42709468274.8137","44005450339.8887","46282470359.9316","48309217557.2363","50002577211.6531","47959972856.1156","51983646872.7637","53386808992.5859","54514654364.7027",
"Sweden","SWE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","125833171600.057","132982122503.991","138645893871.343","146032855312.721","155993996567.214","161955319014.615","165341552562.393","170905938296.208","177124360556.497","185996652930.321","198037469823.823","199908223322.531","204483600352.467","212597471064.708","219396754078.248","224997651941.466","227378363017.915","223748816402.285","227667884308.032","236410339139.97","240429247341.063","241522792694.468","244538602536.365","249186397767.435","259725824385.74","265336872885.074","272477945632.05","281616428091.065","288823101483.144","296490797089.73","298728338303.953","295304986687.656","291883604521.682","285854408950.021","297333335691.278","309506914307.512","314783454064.387","324431161307.233","338205617434.591","352413884474.603","368734580231.656","373752198445.95","382265044440.179","389455236312.007","405732636290.608","417065466380.565","436567442203.266","450646355053.726","446486334527.751","427485779310.793","452069357246.318","466372427023.667","464439473181.128","469723477690.599","480507219292.52","501698263620.663","513486872435.55","522858808973.771","532808626955.913","546393370671.191","535436339492.279","567227918052.988","575505409872.88","573717486152.92",
"Eswatini","SWZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","400268071.435682","455279449.114562","479975146.242935","523262538.708897","553316054.097171","630273708.214156","616915449.215324","623143783.83817","631413704.012854","651031380.842545","732078617.097581","839265476.434631","849106433.83716","859315706.637259","912264635.903581","946861503.104974","1062989124.2214","1218255589.85798","1298292808.39105","1465916744.05229","1774023133.17655","1805252616.84431","1863493800.98989","1921376045.75296","1967502348.3094","2062447155.87618","2141687481.85455","2208139875.6303","2265640708.02818","2332496938.06271","2373552937.12448","2398588340.53223","2503648886.55839","2600795810.79964","2695046420.17554","2856716232.8374","3027895435.59253","3162193970.23595","3188176576.97374","3238073097.90528","3360917656.93365","3436445198.76525","3621897455.23596","3761746659.51485","3826331630.21918","3878174403.5524","4015035098.77479","4114008066.96745","4145651841.8002","4351364120.03953","4225737498.25845","4369384623.38277","4366430077.90613","4585402385.65415",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1257551799.47476","1297793365.1585","1357491904.26446","1376368434.1966","1394353867.67664","1416389988.22102","1417888715.0838","1431610451.70303","1323735540.53767","1232967219.66025","1368162086.82719","1185966832.34776","1240255611.86927","1361800675.61738","1413549101.29084",
"Seychelles","SYC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","132183659.739565","125730088.176742","136302204.82927","150117255.121941","159003065.394021","157316724.88424","179178255.41322","180082638.782421","193684704.863561","193684704.863561","210868159.822469","244294507.642715","259705357.489746","283219564.440439","286909489.57767","296025766.309996","344211797.726032","322904306.721377","391204032.824694","452992130.247515","429886464.866273","413220699.015675","404662590.787714","402168917.272196","419484794.190246","462665475.16642","466190739.137488","488915450.900807","514957094.274002","567923802.361715","610261194.745671","627107005.020014","672089666.127958","721174866.337827","703602944.474698","707015676.972428","777702722.229699","872533006.069359","894062242.634693","910799133.493907","949537227.205275","927971690.1167","939226436.101185","883932969.017981","858736866.549886","936072662.702788","1024120860.74662","1115022508.93326","1084627594.53557","1057735598.8393","1105387984.2341","1210507986.73155","1248162998.34204","1263811654.24036","1315169064.95728","1432403352.12944","1605975218.58763","1717657339.98638","1802500555.76177","1901895701.03715","1678615792.63838","1687886479.31967","1940678727.9853","2002037445.91069",
"Syrian Arab Republic","SYR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2416812217.85036","2678627029.7531","3335461123.84261","3046852122.44654","3329336867.23485","3405890769.38333","3145031364.15034","3404738073.35208","3531703487.42421","4194530603.4773","4119161059.72414","4488065485.7738","5639735188.03465","5049263094.63083","6351759533.35276","7390372324.31289","8296021554.4805","8146733163.48187","8956729450.41659","9036264206.86372","10347255986.1992","11149721268.4819","11460696655.699","11726623777.284","10834153805.2575","11847234653.6168","10905032498.4308","11088485934.924","13085648671.6563","11299813272.7818","11722376106.9772","12621068341.9937","14258373042.4108","15135390678.6727","16227110828.6577","17367323301.2802","19073761705.9878","20031990206.4395","21391221744.2321","20631095402.7371","20770487869.9399","20988014510.4076","21818055209.1143","23389922826.4268","25004519710.9876","26558570073.3917","27898767456.1339","29481908620.0444","30801717185.314","32622727886.4047","34316469200.952","35294489548.9953","25998267919.3561","19160700666.0922","17185167298.4619","16466863117.0009","15412063258.1149","15300590613.0367","15513754781.2974","15703131995.8402","15593656903.8252","15882796969.6273","15999183136.0334","",
"Turks and Caicos Islands","TCA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777808573.000464","770245945.259462","778494332.034517","846311282.16842","942070000","1010381196.60485","985121666.689726","1040392839.71121","1095647325.71769","802200837.955771","874603454.301532","928828863.968529","939974780.106825",
"Chad","TCD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696963334.81974","1720682532.42757","1812913114.03193","1783916402.43731","1739123338.99575","1749666387.91522","1718048299.73385","1731229190.03782","1723313683.55795","1841900244.25263","1876153261.4734","1833984345.98095","1855068125.19906","1699597035.90727","1783928535.32619","1944665264.89825","2002631171.72289","2047382465.52279","2037767257.50492","1600847792.92735","1504033789.2452","1519719629.90243","1600973096.39997","1851985149.89798","1889930453.46272","2301798717.06776","2207846946.52019","2155105711.0538","2488766915.57752","2610336586.7224","2501264393.60972","2714750740.50042","2931969982.99535","2471362276.45237","2721881493.43342","2755538900.44635","2816559566.35669","2975790728.79137","3182655199.36302","3160922431.41833","3133116396.56012","3498379324.94686","3795434053.69194","4354185216.74044","5818470354.42317","6826958691.46941","6871215271.38414","7096007050.05185","7312626256.37665","7621050568.71865","8653710607.33726","8660881919.87498","9430191344.88826","9967712380.06707","10655483043.6524","10950392256.9543","10265387503.3572","9958586279.1443","10195006881.7944","10526057301.7412","10357639675.7671","10236539498.7594","10523606947.1486","10957423661.0644",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","289270782124.834","250715947188.394","249110631272.531","265151914638.275","293748143654.964","325419476518.976","351460434084.317","346467691240.175","352612692385.677","392755941076.3","445548979073.227","475709167758.32","499023375390.518","540247306314.34","561481448755.053","599123466051.697","615799070295.714","661761504773.87","722415724423.114","773037969240.521","830703573076.256","877000573788.615","933129020205.65","1004775429174.72","1104811641883.2","1191925261583.15","1276993674672.93","1394112565934.21","1530209750168.69","1617388920101.28","1700681729358.16","1837101175361.76","2042375450907.35","2272286403096.39","2520050769896.81","2768858959910.77","3019738058612.22","3241392534350.25","3335197340371.32","3547980233876.62","3819287443495.18","4085794515386.4","4415044639524.02","4810055705693.93","5248715977634.36","5772425823000.59","6411894455428.63","7212431510845.17","7833853409719.89","8459689594470.59","9298687151530.44","10102335400774.1","10868166174788.1","11661476041792.2","12476140736249.7","13312998658413","14187189500890.3","15139085335407.9","16127331736943.4","17060169194075","17272323897480.7","18585366744544.1","19214695642285.1","20196064924249.8",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2332723298434.55","2298747283395.41","2163153291719.49","1956638463342.33","1865600018663.51","1708448629937.06","1707731158505.17","1725240332183.01","1776277825269.3","1765596369447.06","1808689655426.08","1941953299697.99","1992293135633.28","2091772716195.11","2221077271707.43","2395396277935.07","2553774956503.9","2754018863128.23","2963492348298.24","3096053310126","2950801917304.24","3088547930159.7","3271580884542.9","3384422116461.45","3497448867935.27","3579283046183.68","3632527035829.26","3700007289233.97","3858954641110.17","4003014497689.06","4111028773128.14","4050887163670.15","4350328682754.02","4425605811352.67","4587133497442.35",
"Togo","TGO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","751799549.172365","843288422.310134","875111199.739724","918864084.256435","1050133110.82592","1212480672.79361","1326559573.44724","1399525278.92004","1469833116.32992","1629028806.03823","1670150423.28121","1670150423.28121","1797502024.32626","1866480876.95365","1956685081.56237","2004438786.80968","1963317272.35412","2099946197.47933","2331894379.4101","2211388079.11791","2533741148.82451","2449742915.01697","2361983262.45174","2234105304.74973","2358222254.63369","2489234522.12246","2528726335.21458","2541626940.63018","2710451200.20825","2820496106.65841","2813623794.87191","2793929342.87557","2682711765.93671","2277734225.91273","2618993805.30019","2824475667.82161","3074052315.26251","3516020423.40188","3435156293.48283","3520408334.2059","3492826652.71696","3521587940.91953","3656345820.12691","3902058527.07031","3863870433.00269","3683570670.78378","3781190159.53558","3736756622.90122","3887558865.03174","4099579483.14033","4339583325.05855","4592288208.09362","4881726146.69009","5166050854.68532","5457066909.12427","5755461035.38026","5998047709.85307","6238457455.15971","6537595250.07312","6859436220.97836","6996086823.90934","7415213717.65264","7842296104.31507","8344824333.95103",
"Thailand","THA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","15908737340.2353","16761787111.17","18028015159.5532","19470225866.57","20800236244.6861","22502041173.2635","25004834864.431","27159247018.8168","29365194461.0555","31288808475.0258","34858219809.2807","36564659955.112","38129081870.5821","42032139795.4529","43909401662.1724","46091876857.8254","50390779136.4035","55350976954.6822","61049773246.5485","64329224521.7896","67657323331.0857","71653751952.2629","75488910649.6862","79704364262.1512","84289302223.7249","88206428692.9568","93087620536.4652","101948580888.596","115495624611.618","129575125644.17","144044991708.439","156372737078.559","169012952179.513","182959758879.242","197591095927.872","213636116013.334","225710710647.58","219495596601.21","202739225305.456","212009086618.729","221454615181.944","229082063572.247","243168402250.2","260650370324.981","277043563911.345","288645146658.334","302984491694.587","319452158416.903","324964940636.733","322720673508.111","346967938038.265","349882927003.633","375224234353.836","385308369004.167","389101609925.933","401296238228.084","415081396923.293","432422173710.333","450682801200.339","460212749509.626","432369701127.278","439150043937.792","449965296578.7","458457299263.157",
"Tajikistan","TJK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6548213772.00103","6777401245.71111","6696072427.74077","7626826568.47547","7131082790.90936","7088296320.45359","6585027345.76362","4675369345.99069","3908608780.50055","3076075187.91428","2694139780.48735","2244218479.30012","2281936478.83437","2403172744.02642","2492079338.5006","2699528109.30372","2958165475.04676","3277647457.55418","3638188647.66711","4012922039.84883","4281787756.98917","4581513037.47047","4938871059.83241","5329041788.19323","5536874479.12428","5896771269.65215","6333132378.96151","6808117273.38834","7311917934.39479","7801816486.46336","8271431485.07484","8842160257.54501","9469953672.84779","10189670046.8255","10943705646.9105","11425228817.4554","12499200274.9255","13499136339.2248","14619564549.6174",
"Turkmenistan","TKM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9134688479.30854","10141662024.1433","9710101901.70636","13145978551.505","12540571637.2069","10663751366.9499","10823707656.0003","8951221333.60055","8306729733.44765","8863279974.39482","7852866037.13555","8410419552.77543","9798138736.69806","10334005228.0022","10782898471.2171","10810629921.4189","11164010879.7579","11722256910.1313","13250139963.3514","14704118675.0772","16330291193.8443","18730843999.3395","19873425504.8127","21701780648.8816","24891942388.6142","27654947984.1806","30475752706.6088","33614755226.4132","35799714285.7143","38019296559.4106","40490550853.5767","43000964982.7593","45710025794.8484","48406917338.9257","51408146222.3962","54595451255.3951","58035050718.9991",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","699033431573.251","741660245246.968","772813608026.441","787460111216.612","844627542744.094","891710844991.641","935133867056.969","975124406896.297","1044937993288.04","1115546250215.05","1188391919078.72","1270117647898.32","1362246790856.32","1472971672135.81","1568913109132.99","1625999938487.09","1714066623831.31","1795602703856.27","1874685129791.65","2014486384812.26","2153951949898.01","2174137135895.94","2166760617656.92","2113251307478.08","2191658596008.96","2261029215150.38","2340841406339.46","2419678854912.86","2428907482312.6","2468676080269.14","2462636200830.45","2543779351658.71","2615227940887.95","2738693618685.25","2884393814479.22","2904326279368.75","3017763739804.76","3182499001467.76","3276219267489.94","3291163749693.2","3409430284092.01","3417184819163.7","3431916322698.7","3519067798288.34","3707313367477.58","3856900300769.56","4059300163044.52","4276857901851.33","4439954435650.51","4336676042595.98","4626327723370.93","4838015729073.82","4965821465011.41","5107285427714.11","5178541043898.17","5197174644055.66","5179543837807.33","5282803532188.65","5371414263252.33","5407995749573.59","5056032505571.43","5422918139380.32","5639186879688.64","5761673098749.85",
